report_schema_version,report_mode,internal_item_id,wordpress_public_id,item_name,barcode,internal_status,internal_quantity,website_projection,website_projection_status,square_variation_id,square_expected_count,square_count,square_projection_status,kiosk_projection,kiosk_projection_status,reserved_quantity,pending_failed_status,last_verified_sync_at_utc,mismatch_reason
1,connected,local-inventory-0d4b988a-a1f4-4876-8589-4ba5e281bada,ce7b7438-efd0-91d4-f8e4-472864624478,"Boseiju, Who Endures",PUG-ECA752D9-02,available,1,,not_recorded,QUYVO52GCCGHRKMMZNCTVIPM,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-09c7ca25-dcf9-4cfd-af78-8300fb826328,e13f6710-1e52-5583-7bae-207aab6600ca,"Boseiju, Who Endures",PUG-ECA752D9-03,available,1,,not_recorded,MVYPCKJSHZ7E5KPUSSIEDP4T,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-d07057b4-7376-4862-9200-d7ac2c06910c,e8018864-f743-510c-1b4e-95d1129816df,Dragonskull Summit,PUG-3053C078,available,1,,not_recorded,6ZQWQRWPVRU5CUWB3AY35DO4,1,0,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;square_count_mismatch;kiosk_projection_not_recorded
1,connected,8fcccdae-da4c-afd6-e9b5-38819842547b,8fcccdae-da4c-afd6-e9b5-38819842547b,Dispatch,PUG-B48331F4,removed,1,,not_recorded,TE67ASVISWHSP63HZVUFADHF,0,0,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-160ce38d-0085-4e78-9719-17d56fd3073b,7a80adfa-7c51-591c-8ac6-1a835ccc0959,Greninja,PUG-C6852C58,available,1,,not_recorded,3CI6DDWW66MXXL5SCOEDJ6M6,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-269b8489-7b5e-4fb4-bcbf-196221bdf3cb,29642288-eaba-de06-bf8e-9438208b7c33,Exotic Orchard,PUG-01F6272C,sold,0,,not_recorded,2SYCYMKZDUTACZZCOJTUPXOB,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-ddfe2c4e-80ae-47c7-ab4e-4a308c3379af,75dc1205-e8ad-8876-fb75-aa1db0cdc670,Fabled Passage,PUG-72750399,sold,1,,not_recorded,,,,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-ed6d779a-727e-46be-b23d-e3e16450421a,cc7cb8d9-5cd1-fb67-1c99-d28c6ac783ef,Fabled Passage,PUG-0CA9DCF0,available,1,status=available;quantity=1;online=visible;kiosk=visible,not_recorded,QM3HC2DVO2UUTB6WWTAHH75O,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,kiosk_projection_not_recorded
1,connected,local-inventory-e3e9d89d-4894-4444-9bfe-5afbb9ebd8da,19ceb251-ba92-a171-f112-8d11683c35f0,Mega Gengar ex,PUG-BF07FEEA,sold,1,,not_recorded,,,,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-340728c8-c394-4f11-b970-06a61c17f180,cbf1fe50-21e0-e674-cf61-21b189c59878,Leafeon V,PUG-BC9A78D5,available,1,,not_recorded,D255D7RJMDVPD3EDGN2DKGJM,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-d403727e-4ff1-44ee-adf4-f8642ba88d0c,6083e316-ff18-2797-1d9c-d6d0a2120872,Mega Gengar ex,PUG-9F46406F,available,1,status=available;quantity=1;online=visible;kiosk=visible,not_recorded,HQFHJC4FWDDC6UPJHFGOQ5X7,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,kiosk_projection_not_recorded
1,connected,local-inventory-1e75d5b9-b385-412b-bcb4-f16558d973d6,53c154c4-579a-8301-cc34-db455d2aaf8f,Forest // Forest,PUG-1F103BF4,available,1,,not_recorded,TOLDUENDQMOY2HRYLB45AMXZ,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-56e8831e-5320-4336-921e-8fb26a29cce5,be4e861b-18a1-79a0-d92a-ce328ad51de8,Leafeon VMAX,PUG-EA657913,available,1,,not_recorded,G2NFRI2LO5TRQTZHMPN7LQLM,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-6c77d208-1e07-4836-8118-510e469b0afd,36468976-4e4d-91dc-2c34-b5125f9d9140,Grove of the Burnwillows,PUG-D3A11F57,available,1,,not_recorded,MZVSVHUJPV43BIRVCNKZB2RY,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-a33d1714-b2b5-4ffa-8d6b-67e4b1819a94,0e92a73a-893f-8906-ed65-59241fcfe593,N's Zoroark ex,PUG-4406C2E2,available,1,,not_recorded,RDAQMCW3EB4LZI4EV2QHDKL2,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-43deedae-0e51-43f6-8ca9-8e33dcb1a21c,60993b4f-1cce-61df-3c61-5948ece6dce7,Zeraora V,PUG-C49C73B9,removed,1,,not_recorded,,,,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-7ccf024c-9f2c-4bc0-be10-64ed46992b36,356d78dd-74c2-66eb-6d01-6d26f99077d0,Eevee,PUG-9AC83DFD,available,1,,not_recorded,LLTN3FRTMBRSNG6B3WT4VSNL,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-98e66a02-6f1e-4f5a-8f5f-e3ae7b6f397c,008c21e8-38ba-4f20-e18c-1fe05ec0b283,Aerodactyl V,PUG-96563789,available,1,,not_recorded,4BSTL3L2PURQDDZL3L6PJN5O,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-86a95a1f-5166-436d-8b1a-96310f95ec91,bcf23286-92b1-b83e-9b32-539367a39842,Hallowed Fountain,PUG-A65F5D59,sold,0,,not_recorded,XRMT6VQH4G5CM4P6CACOFWD2,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-dbddf01b-fa9c-481f-9352-40c9341f0fcd,44646cf7-6b8d-a8d0-7c73-c30ad941b538,Hallowed Fountain,PUG-0F2FC587,available,1,,not_recorded,VLRM3FNU42RSG54OGEVTV2QR,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-c6f1b7c1-9fc2-4d6e-9bbb-08d6eb052d0a,8e2f5318-7e76-ddab-2718-cf304b05ea34,Hallowed Fountain,PUG-5D71B1B5,sold,1,,not_recorded,,,,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-6aafb5e2-9b44-4603-a9ae-8c78863868b3,31cddf16-a829-f78e-a876-24ad7b647153,Hallowed Fountain,PUG-0FFB2FC0,available,1,,not_recorded,AEBDLZFWS7U2HPCLSQ6IFC5E,1,0,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;square_count_mismatch;kiosk_projection_not_recorded
1,connected,local-inventory-952fe308-5d5b-4f57-9b3c-52a3e616266c,ab65f01e-9bd7-d501-b864-b4fd35c316c1,Hallowed Fountain,PUG-7230DF34,available,1,,not_recorded,IOBHFG4KJ727W76THWJDXIKA,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-78483bd2-f23a-401b-aedd-676ba5976085,e1f686fe-d0e1-db41-b541-6e4dad59169e,Sabrina's Suggestion,PUG-0C92CAF9,available,1,,not_recorded,UJODE2KO5X2CCKR6HHF22GT2,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-2a3ed0d4-69fc-4446-851f-e3627f6c6623,a6caf2ca-efb8-1311-386c-fd98e867d683,Dusclops,PUG-5CD16EAE,removed,1,,not_recorded,,,,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-fa628388-1743-4bcc-9c2d-c89b461e1e49,9cdda499-9b75-de41-f9a8-85358dd8a95a,Hushwood Verge,PUG-CC1A967F,available,1,status=available;quantity=1;online=visible;kiosk=visible,not_recorded,4GPZ73T5IAAXISNJB7GIQJ2P,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,kiosk_projection_not_recorded
1,connected,local-inventory-54baa8a0-ab07-46aa-a2d4-d4554c759d50,2562a497-100c-926c-fdd0-2a8824688beb,Shining Steelix,PUG-949576E2,available,1,,not_recorded,UO7HVVMY2S7QNS4AEXQFLOOY,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-b186f4f5-f986-4909-a929-7268e967ffe1,33a441e2-c81a-f9a5-55a7-0c7f83cefbb4,Hushwood Verge,PUG-93E0DBC4-01,available,1,status=available;quantity=1;online=visible;kiosk=visible,not_recorded,O7SF7QDVU6TEP4FO3SKDAEJC,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,kiosk_projection_not_recorded
1,connected,local-inventory-6dc27c11-d87f-4970-9753-f171689dba64,22ba2b19-a315-649d-5ffe-66327181699f,Hushwood Verge,PUG-93E0DBC4-02,available,1,,not_recorded,OAFLHBXGJDFAHDGVUTRSIBC7,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-148a6c43-777a-47c1-8239-e5ce54896279,3f2db5d9-5224-1357-81ba-541be437d1f0,Hushwood Verge,PUG-30A75E30,available,1,,not_recorded,BH56TLA66NZNZHST4NIELMNO,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-65a98a7c-0f2e-4356-9f67-51f1c38295bf,4247c29d-7ca1-952f-85b5-1c4770a82cae,Mishra's Factory,PUG-03D61BB1,available,1,,not_recorded,HUMZBYGOKWKG5UYKJTT5YHXG,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-8d81ab66-0ec9-42fd-9bda-31c8bf9d2638,155ec748-2379-0786-f39a-98855485fbca,Treecko δ,PUG-17E159F2,available,1,,not_recorded,O6G6DOBY5CNF65Y533DWOY7S,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-e61c8ff2-ec44-464d-942f-6b382861a430,739a635d-e82a-551f-b1b5-492d84d0978e,Nurturing Peatland,PUG-684A029E,available,1,,not_recorded,2MCPSH4ASE5IGD3FJASG7NVU,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-0ec4c52b-b31a-4855-9e37-2515c71b5070,92dea7b7-1d5f-d0ee-f018-be6c54300324,Overgrown Tomb,PUG-968D8948,sold,1,,not_recorded,,,,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-c06acc3a-f8b2-4afc-a31d-b2791733fb50,b779f273-ed6b-bb04-cc89-a6cbd2608adf,Electrike,PUG-4389E217,available,1,,not_recorded,DTQVDMXRD6M3GJU7SMMNJSDJ,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-1b31c7d9-4331-44f5-a2fb-13ff55202074,7c139042-0315-fbbd-a45f-d916b2dcdf66,Overgrown Tomb,PUG-D4C6AE84,sold,0,,not_recorded,N5KT2PL5FZH2TNA3645LT2LN,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-3904cda8-7680-4a16-bc1e-f7ed78f3d9d3,8ed086de-ce77-6f74-522b-eb29fa8721e8,Raucous Theater,PUG-17271F37,available,1,,not_recorded,GI5QDUGVTURIDIAYOMXCXGEP,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-f0bf589f-1ccf-4bc8-83ec-dd09c6d45dc1,9fe3b6e3-5bed-3719-177e-73a9b9052218,Raucous Theater,PUG-A9A05213,available,1,,not_recorded,WQIA4ET6FUWYUGJM5DCSODYJ,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-8d005387-9815-4ed4-90a4-713403543495,9545d8ad-f992-d02c-5728-d274b1e9d3e6,Blastoise,PUG-5B7AFF73,available,1,,not_recorded,AT4NPI7YPOFKECWMG6CGGO53,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-46c75cc4-d623-4d55-941f-ac671b8605fa,21ac5258-be97-ebe3-2751-6d1b78c5d59c,Riverglide Pathway // Lavaglide Pathway,PUG-625A0F57-01,available,1,,not_recorded,ZIBQH3XJTLDOQW5XSS7TZJ5G,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-bd6ed28f-fdc8-4dd7-9b88-75269fa0f59d,9b4f7c1a-c055-6bd1-0ca5-b618360f3617,Riverglide Pathway // Lavaglide Pathway,PUG-625A0F57-02,available,1,,not_recorded,BU257ABBVPZPHYE2SHABQMC2,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-4a18a5c2-5aaa-4c2b-a687-a8add2d07b10,016b8cb4-558e-8850-c02b-47b4eec3770d,Riverglide Pathway // Lavaglide Pathway,PUG-625A0F57-03,available,1,,not_recorded,7XZ2C5AXKGMCURLCJKVK4CLK,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-201591c8-ae9d-47a9-a93c-32a173b39554,828a8c88-043c-5044-c188-e5f9cb76a734,Riverglide Pathway // Lavaglide Pathway,PUG-625A0F57-04,available,1,,not_recorded,G4HPX2OYRIHGYGZNBOIKSY4Y,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-14c5f3dc-3e28-4e3f-bb95-f36daddba86f,2b95ef1e-421e-b259-b8bf-557583cf37c5,Riverglide Pathway // Lavaglide Pathway,PUG-625A0F57-05,available,1,,not_recorded,IUQZG5UKVA3KV3KK6C2BGRQ2,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-e174c23b-7e00-4554-97af-caf6d30965db,56dba082-403e-4b60-e348-9ea69524a1bc,Aerodactyl ex,PUG-DFB5CA67,available,1,,not_recorded,WSWB6DMPOKKJN3VH52BOQIJ5,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-4b770bff-3e59-4cab-b86f-ff2beaf8add3,85a969a1-38fe-db9c-eef9-bd78c79a037d,Hop,PUG-A5F1E9F1,available,1,,not_recorded,MJ4KINHJV24TQV23PBZAKO3H,1,0,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;square_count_mismatch;kiosk_projection_not_recorded
1,connected,local-inventory-ff0bcb60-079d-4622-acc9-dc62f8405305,69e2ab76-cb5d-e956-bc4e-155bf57db687,Sacred Foundry,PUG-7404938B,sold,0,,not_recorded,GHTX2CMUB5JEUXQIXT2LXT2A,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-daf72a77-b216-4683-8bac-73a4d96e8f82,6b420579-ae0f-b0f9-a9b5-a85f66e8b95c,Sacred Foundry,PUG-63A54955,available,1,,not_recorded,RX7BTVD3SDRGRNI5OXOVJJ2P,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-5a007b2f-68cd-47d6-8d18-d254c261e7fe,10710e58-7990-0e6a-7216-613331051a50,Charizard ex,PUG-5822E332,removed,1,,not_recorded,,,,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-2adaf3ae-3d25-46f9-a3b1-2f41aaea1f55,cb1787b0-6856-eee4-b598-59dafb50e39e,Lileep,PUG-977B6213,sold,0,,not_recorded,OAUZ5DBK6P5Z4MHF6AEVJJBQ,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-ac4670a3-7c8e-4dc1-a0f6-1c976b4b42d2,720a1552-0ac0-cbf9-9664-5e2963b51076,Umbreon,PUG-FFE45DFF,available,1,,not_recorded,E5CAQMXNWU2KVUJJI6UNFBHE,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-265435a8-a041-45e7-85c0-1be04b0a8c23,68e4901a-3fb8-1c88-3ee8-f450be88131f,Spara's Headquarters,PUG-6A8378B0,sold,0,,not_recorded,ZZIVJP6HGOCZS7UB25AKTNRJ,0,0,not_recorded,visibility=visible;status=sold;sellable_quantity=0,not_recorded,0,no_sync_record,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-bb936667-4e1f-4a02-a1c4-c38a34cd6d78,d847d2c6-7fd2-e07c-8d1d-45f01089e610,Rocket's Sneak Attack,PUG-5DF00CEF,available,1,,not_recorded,VQ4A43AM65Z2BFJJGW7BR66A,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-9eb2e56e-3256-4107-9903-dc38f0d35f75,e563a616-40cb-344a-1660-37c3a199440f,Spectator Seating,PUG-DE0011FD,available,1,,not_recorded,QABBJQXICR5L3L5BEOQTUJW2,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-f1d73cff-e16a-4a27-9eda-57fa28ed1b0b,f44edca3-96f9-4c7c-b348-17c6b06dd833,Orbeetle V,PUG-3918EEB0,available,1,,not_recorded,BHZMZ74QFUIGDJPGK4TBDAYI,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-101351a2-2b3f-4ec7-9320-5a0061be75a5,4f0cb6b6-23e7-fa6f-2b94-d4df11b904c6,Spectator Seating,PUG-83977EE0-01,available,1,,not_recorded,CUYKTYNRXH7DWLCBWHFFTXUL,1,0,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;square_count_mismatch;kiosk_projection_not_recorded
1,connected,local-inventory-7cfd4ade-79c0-4c06-a8d6-b6e8dcbcfda9,074406a8-00a6-06b4-d296-47ffee32b2ba,Spectator Seating,PUG-83977EE0-02,available,1,,not_recorded,IEYCC2ZLOZH5RMLLLJUPXJQF,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-51dacc9f-6e8a-49d5-a841-2377915aac57,fb425d6e-2977-d258-b6c8-773475c7e459,Lugia ex,PUG-CF3E099C,available,1,,not_recorded,3PFLO6OVXBRUIDXMSR2KMXZX,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-68958da8-7a2f-4bef-ba98-0c2f17e2be55,1822d806-e691-8733-312a-f1690306fdbf,Alolan Exeggutor V,PUG-CFC57DA9,available,8,,not_recorded,BAOZA7FXWH533JQ4HT7FSKGT,8,8,not_recorded,visibility=visible;status=available;sellable_quantity=8,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-aaa1913e-c84c-4c8d-b404-a32209b96bec,23023bed-c8db-db96-71f9-902bc454e569,Squirtle,PUG-0701B7A4,available,1,,not_recorded,Q5NWHVAE4OWXH3OOP46F2TVX,1,1,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-212511c0-c1ca-470b-b2f3-7b6fc30ba0ab,fa3bc380-9bb8-b19f-e063-5501bfbdb560,Tepig,PUG-AD26FC23-01,available,3,,not_recorded,KU7XSNC46HDPR2AMGJ77L4PX,3,3,not_recorded,visibility=visible;status=available;sellable_quantity=3,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-49482127-55b8-4b3c-9f77-8e3b2e1705ed,f37bfd9d-6919-cf82-6ce3-d8e9f51e265d,Tepig,PUG-AD26FC23-02,removed,0,,not_recorded,5XHAAVUTQQ6Q52ZZJ6FKVD2F,0,0,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
1,connected,local-inventory-119b0813-5d6e-49c0-bec4-15d5c6062152,10a51874-18c8-8363-1864-98ba09180daf,ピカチュウ,PUG-22E140F2,available,1,,not_recorded,H6P3IPO7PZS653QMTXUXQQK7,1,0,not_recorded,visibility=visible;status=available;sellable_quantity=1,not_recorded,0,synced,,website_projection_missing;square_count_mismatch;kiosk_projection_not_recorded
1,connected,local-inventory-345a44cf-8017-4666-962d-0e99283603df,11b2f264-df87-6271-300f-cbcf26f22f5d,Morpeko V-UNION,PUG-B5EE5EB9,removed,1,,not_recorded,LFSRKDAQ4SOGC6GAPHION44G,0,0,not_recorded,visibility=hidden;status=removed;sellable_quantity=0,not_recorded,0,synced,,website_projection_missing;kiosk_projection_not_recorded
